,descrip,price,envio,ciudad,otro1,otro2,benef,disponibles,stock,official,ventas,infoVentas,atencion,entrega,ventas,nopiniones,calificacion,vendedor,ubicacion,reviews,marca,modelo,descripcionExt
273,Botas Militar Under Armour Valsetz Rts Cremallera Hombre,599.000,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
37
38
39
40","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(4 disponibles),Hay stock disponible,,"1192
ventas en los últimos 4 meses.","1192
ventas en los últimos 4 meses.",,"1192
ventas en los últimos 4 meses.","1192
ventas en los últimos 4 meses.",,,¿Qué quieres saber?,"Medellín, Antioquia",,"Género
Hombre",,"***************************** TIEMPO DE ENTREGA: ****************************
************* 4 A 8 DÍAS HÁBILES A CIUDADES PRINCIPALES *************
PRODUCTO IMPORTADO DESDE U.S.A - 100% ORIGINALES.

TITULO:
Botas Militar Under Armour Valsetz RTS con Cremallera para Hombre

ENVIO GRATIS A TODA COLOMBIA


DESCRIPCIÓN

La tecnología Under Armour ClutchFitTM envuelve su tobillo como una ligera ""segunda piel"" para el un poderoso apoyo y sensación increíble, cuero sintético y textil superior, resistente a la abrasión en todo el perímetro del pie. De larga duración Micro G® de espuma. TPU ligero para apoyo de los pies y la cantidad adecuada de rigidez, Interior de espuma tipo Ortholite® está diseñado con Memory Foam. Su materia Sintético, Importado.


ENVIO GRATIS A TODA COLOMBIA

TODAS LAS TALLAS CONFIRMA LA TUYA.



------------------------------------------------------------------------------
LEER ANTES DE COMPRAR

Recuerda que todos nuestros productos son importados directamente desde los Estados Unidos y este toma un tiempo de 4-8 DÍAS HÁBILES, en la mayoría de los casos llegamos en los primeros 6 días, (Puede variar según la ciudad final de destino).


* El stock, precios y tiempos de entrega de nuestro productos están sujetos a cambios por parte de nuestros proveedores de los Estados Unidos.
* Somos importadores directos, no intermediarios.
* Estamos ubicados en los Estados Unidos de este modo podemos ofrecerte los mejores precios y servicio.
* Por Favor contactenos por Mensajeria si no esta seguro de sus datos de contacto para validar que sus datos sean correctos, para que no hayan problemas con su entrega.
* Al comprar aceptas las condiciones de garantia y tiempos de entrega.
Horario de atención: Lunes a Viernes de 9:00 am a 6:00 pm - Sábados 9:00 am a 2:00 p.m.

TODOS NUESTROS PRODUCTOS SON NUEVOS Y 100% ORIGINALES.


******* ENVIO GRATIS A TODA COLOMBIA *******
********** TIEMPO DE ENTREGA: ***********
****4 A 8 DÍAS HÁBILES A CIUDADES PRINCIPALES ******
*** PRODUCTO IMPORTADO DESDE U.S.A - 100% ORIGINALES ***"
274,Botín Desierto Sahara,124.900,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
38
39
40
41
42","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(14 disponibles),Hay stock disponible,,"330
ventas en los últimos 4 meses.","330
ventas en los últimos 4 meses.",,"330
ventas en los últimos 4 meses.","330
ventas en los últimos 4 meses.",,,¿Qué quieres saber?,"Rafael Uribe Uribe, Bogotá D.C.",,"Marca
Desierto
Modelo
Sahara","Género Sin género
Tipo de calzado Botinetas
Estilo Botinetas
Tipo de caña Baja
Año de lanzamiento 2019","Elaborada en cuero gamuzado y lona impermeable, suela en caucho antideslizante y plantilla semi ortopédica, cremallera lateral y acolchado interior térmico suave, caña de 16 CM"
275,Botas Hombre Casuales Cuero Nacional - Cogñac - Negro - Cafe,119.900,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
Seleccione una opción
Guía de tallas
Al 88% le calzó como esperaba","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(29 disponibles),Hay stock disponible,,"225
ventas en los últimos 4 meses.","225
ventas en los últimos 4 meses.",,"225
ventas en los últimos 4 meses.","225
ventas en los últimos 4 meses.",11 opiniones,5,¿Qué quieres saber?,"Armenia, Quindio",88%,"Marca
Boomerang
Modelo
920",Género Hombre,"Bota en Cuero de alta especificación técnica, manufactura nacional,ideal para deportes y uso casual.
• Capellada 100% Cuero.
• Suela en Caucho antideslizante.
• Manufactura Colombiana.
• Vulcanizadas.
• Maximo Confort y Comodida.

100% Sataisfacción Garantizada. Cambio de talla Gratis en caso de necesitarla.
Sku 920 Sheralton Cafe - 920 Sheralton Sangría - 920 Negro
Antes de comprar preguntanos por la disponibilidad en tu talla."
276,Botines Darina De Mujer Tacon 4/5,98.700,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
35
36
37
38
39
Guía de tallas","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(5 disponibles),Hay stock disponible,,"301
ventas en los últimos 4 meses.","301
ventas en los últimos 4 meses.",,"301
ventas en los últimos 4 meses.","301
ventas en los últimos 4 meses.",,,¿Qué quieres saber?,"Itaguí, Antioquia",,"Marca
Baya Baya
Modelo
Darina",Género Mujer,
277,Bota De Caucho Pvc Puntera Negra Guerrera Robusta Suelacol,44.900,Envío a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
Seleccione una opción","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(168 disponibles),Hay stock disponible,,"190
ventas en los últimos 4 meses.","190
ventas en los últimos 4 meses.",,"190
ventas en los últimos 4 meses.","190
ventas en los últimos 4 meses.",1 opinión,5,¿Qué quieres saber?,"Bucaramanga, Santander",,"Marca
ROBUSTA
Modelo
GUERRERA SEGURIDAD",Género Hombre,"CALZADO INDUSTRIAL DE SEGURIDAD EN PVC ROBUSTA



BOTAS EN PVC 100% IMPERMEABLES CON PUNTERA DE SEGURIDAD CANA ALTA



100% COLOMBIANAS Y CERTIFICADAS


REF - GUERRERA NEGRA SEGURIDAD CANA ALTA

NUMERACION 36-44 REF 40.700 R. S.




SUELACOL JPJ TU MEJOR OPCION GOOGLE"
278,Botines En Cuero Para Dama,87.700,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
Seleccione una opción
Guía de tallas","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(12 disponibles),Hay stock disponible,,"124
ventas en los últimos 4 meses.","124
ventas en los últimos 4 meses.",,"124
ventas en los últimos 4 meses.","124
ventas en los últimos 4 meses.",2 opiniones,5,¿Qué quieres saber?,"Ciudad Bolivar, Bogotá D.C.",,"Marca
Jhonalje
Modelo
506","Género Mujer
Tipo de calzado Botas
Tipo de caña Baja
Temporada de lanzamiento Primavera-verano","- Botines para Dama Puntera en Cuero
- Plantilla inyectada gran durabilidad y comodidad
- Altura cinco y medio con suela en TR
- Tallas desde la 34 hasta la 39
- Colores disponibles: Negro y Miel

IMPORTANTE:
1. -ANTES DE REALIZAR LA COMPRA ACLARAR TODAS LAS DUDAS EN CUANTO A TALLAS,COLORES,MATERIALES, ETC,
2. - PARA CONOCER A CERCA DE LAS TALLAS TENEMOS UNA GUÍA DE TALLAS EN LA CUAL SE PUEDEN REFERENCIAR PARA REALIZAR SU PEDIDO.
3. - SI SE NECESITA REALIZAR UN CAMBIO POR NÚMERO SE DEBE INFORMAR EL MISMO DÍA EN EL CUAL SE RECIBE EL PRODUCTO, SE DEBE TENER EN CUENTA QUE EL COMPRADOR ASUMIRÁ LOS COSTOS LOGÍSTICOS QUE SE GENEREN POR EL CAMBIO.

- ESTAREMOS ATENTOS A CUALQUIER DUDA O SOLICITUD, GRACIAS POR SU
COMPRESIÓN."
279,Bota De Caucho Pvc Negra Con Puntera & Plantilla Guerrera Rb,53.900,Envío a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
Seleccione una opción","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(32 disponibles),Hay stock disponible,,"190
ventas en los últimos 4 meses.","190
ventas en los últimos 4 meses.",,"190
ventas en los últimos 4 meses.","190
ventas en los últimos 4 meses.",1 opinión,5,¿Qué quieres saber?,"Bucaramanga, Santander",,"Marca
ROBUSTA
Modelo
GUERRERA ACORAZADA",Género Hombre,"CALZADO INDUSTRIAL DE SEGURIDAD


BOTA EN PVC GUERRERA ACORAZADA NEGRA CON PUNTERA Y PLANTILLA ANTIPERFORANTE EN LA SUELA BY ROBUSTA



BOTAS EN PVC 100% IMPERMEABLES



100% COLOMBIANAS Y CERTIFICADAS


REF - GUERRERA NEGRA ACORAZADA CANA ALTA

NUMERACION 36-44 REF 48.800 R.S





DESCUENTOS ADICIONALES PARA DOTACIONES



-DESCUENTO DEL 2% POR COMPRAS SUPERIORES A 12 PARES IGUAL REFERENCIA.


SUELACOL JPJ TU MEJOR OPCION GOOGLE"
280,Bota De Seguridad Protección Metatarsal Interna Marluvas,108.360,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
37
38
42
43","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(32 disponibles),Hay stock disponible,,"145
ventas en los últimos 3 años.","145
ventas en los últimos 3 años.",,"145
ventas en los últimos 3 años.","145
ventas en los últimos 3 años.",1 opinión,5,¿Qué quieres saber?,"Tenjo, Cundinamarca",,"Marca
Marluvas
Modelo
50B19 MIN A CP PA",Género Hombre,"Botas de seguridad Marca Marluvas con protección eléctrica y mecánica, hechas 100% de cuero primera flor. Cierre elásticos laterales con protección a riesgo de atrapamiento. Protección Metatarsal INTERNA. Plantilla de acero. Puntera de acero. Suela antideslizante y capa protectora aislantes de PU Doble Densidad bicolor, con sistema de absorción de impacto, inyectadas directamente a la capellada. Cobertor de puntera. Capacidad dieléctrica 14.000 voltios."
281,Botas Deportivas Nacional Para Dama,72.500,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
35
36
37
38
39
40","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(6 disponibles),Hay stock disponible,,"78
ventas en los últimos 4 meses.","78
ventas en los últimos 4 meses.",,"78
ventas en los últimos 4 meses.","78
ventas en los últimos 4 meses.",,,¿Qué quieres saber?,"Pamplona, Norte De Santander",,"Modelo
Falcón",Género Mujer,"Botas Deportivas Ads Falcón, para Dama

Desde la talla 35 al 40.

Tallas y Medidas:

35 22.5 cm
36 23 cm
37 23.5 cm
38 24 cm
39 24.5 cm
40 25 cm

Producto Nacional

***Envío Gratis a Todo el País***

¡Estamos para atenderle!"
282,"Botas Merrell Nueva Coleccion 2020, Cuero, Color Negras",150.000,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
Seleccione una opción
Guía de tallas
Al 86% le calzó como esperaba","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(25 disponibles),Hay stock disponible,,"74
ventas en los últimos 4 meses.","74
ventas en los últimos 4 meses.",,"74
ventas en los últimos 4 meses.","74
ventas en los últimos 4 meses.",8 opiniones,4,¿Qué quieres saber?,"Bucaramanga, Santander",86%,"Género
Hombre",,"CALZADO BUCARAMANGA
(NACIONAL)

BOTAS MERREL EXTERIOR EN CUERO EXCELENTE CALIDAD Y DISEÑO, TALLAS DESDE LA 37 HASTA LA 43 PRECIO DE 150. MIL PESOS CON ENVIO GRATIS A CUALQUIER PARTE DE COLOMBIA, TRABAJAMOSCON LAS MEJORES FABRICAS DE BUCARAMANGA SANTANDER PARA PODER DAR GARANTIA A NUESTROS CLIENTES, PRODUCTO DE FABRICACIÓN COLOMBIANA VENTAS AL DETAL Y AL POR MAYOR. CALIDAD GARANTIZADA."
283,Bota Seguridad Tornado Calzados 3025 Dieléctrica,106.200,Llega gratis hoy,Solo en zonas de Bogotá,talla:,"talla:
38
39
40
42","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(24 disponibles),Hay stock disponible,,"208
ventas en los últimos 4 meses.","208
ventas en los últimos 4 meses.",,"208
ventas en los últimos 4 meses.","208
ventas en los últimos 4 meses.",1 opinión,4,¿Qué quieres saber?,"Barrios Unidos, Bogotá D.C.",,"Marca
3025
Modelo
TORNADO",Género Hombre,"• NTC/ISO 20345:2007 Numeral 5.3.2.3 Resistencia al impacto del calzado de seguridad.
• ASTMT F2413-11 Numerales: 5,2 resistencia a la compresión del calzado de seguridad./ 5.5 Resistencia al choque eléctrico del calzado de seguridad. ( 18kv ). • DIN EN 12568:1998 Numeral 4.1.3 “Resistencia al impacto de la puntera del calzado de seguridad”.
Usos: Sector Industrial, Minero y Construcción. Garantía: Seis(3) meses, en condiciones normales de uso.
Cuero: Hidrofugado Encerado color café (calibre 1.8 – 2.0), Nobuck color oro (calibre 1.8 – 2.0) o Liso color negro (calibre 18 – 20), desgarre doble (N), resistente al desgarre de 120N, ruptura de flor (mm), cumple con la NTC / ISO 3377-2, NTC 1042. y NTC / ISO 20344.

Contrafuerte: Lámina termo adherible de polímero termoplástico1.5-2.0mm / dureza de 70 Shore A, calibre 2.0 fusionada al calor. Previene deformación del talón con el uso.

Puntera: No metálica (Composite/policarbonato), cumple la norma DIN EN-125668 / 2010. Resistente al impacto (200 joules), resistente a la compresión 15N, norma ATSM F2413:2011 N. 5.5.

Suela: En Poliuretano (PU) / Inyectada directa al corte / Resistente a Hidrocarburos / dureza de 60 + Shore A / con efecto antideslizante en condiciones climáticas normales.
Plantillas
• De Montaje: Vildona blanca 2303 / tratamiento antibacterial / absorción de humedad.
• De Vista: Poliuretano de baja densidad / mayor confort al caminar.
Ojáleles: En plásticos para calzado dieléctrico
Cordones: En poliéster – Algodón / encerado
Hilos: Nylon - poliéster, resistente al desgarre.

Peso/558 grs Altura int de la caña/118 mm Altura ext de la caña/160 mm"
284,"Zapato, Dr Martens,1461 Negro Nappa, Hombre",487.000,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
35
38
39
41
Guía de tallas","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(4 disponibles),Hay stock disponible,Tienda oficial de Mercado Libre,"202
ventas en los últimos 5 años.","202
ventas en los últimos 5 años.",,"202
ventas en los últimos 5 años.","202
ventas en los últimos 5 años.",,,¿Qué quieres saber?,,,"Género
Hombre",,
285,Zapato Bota Hombre Negro Cafe Y Azul,50.000,Envío gratis a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
Seleccione una opción","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(10 disponibles),Hay stock disponible,,"807
ventas en los últimos 4 meses.","807
ventas en los últimos 4 meses.",,"807
ventas en los últimos 4 meses.","807
ventas en los últimos 4 meses.",,,¿Qué quieres saber?,"Antonio Nariño, Bogotá D.C.",,"Género
Hombre",,"Botines hechos con materiales prefabricados, suela cosida,
nuestros productos son de fabricación nacional, en materiales de buena calidad,
con el apoyo de la mano de obra colombiana.
preguntar por tallas y colores
hacemos envios a todo el país.
."
286,Botas Impermeables Caucho Pantaneras Lluvia Moto Niño Niña,33.900,Envío a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
Seleccione una opción
Guía de tallas","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(120 disponibles),,,"864
ventas en los últimos 4 meses.","864
ventas en los últimos 4 meses.",,"864
ventas en los últimos 4 meses.","864
ventas en los últimos 4 meses.",,,¿Qué quieres saber?,"Chapinero, Bogotá D.C.",,"Marca
Venus
Modelo
SIMBA",Género Niños,"SOMOS DISTRIBUIDORES DIRECTOS!!!

PREGUNTA DISPONIBILIDAD ANTES DE COMPRAR!!

Botas de caucho impermeables para niño.

CARACTERÍSTICAS.

- 100% Impermebles.
- Suela en caucho anti-deslizante.
- Cobertura interna en lona para protección del pie.
- Garantizadas.
- Producto Colombiano.

TALLAS.

- De la 21 a la 32 (Sujetas a disponibilidad)


APROVECHA EL PRECIO Y PROTEGE LOS PIES DE TUS NIÑOS EN ÉPOCAS DE LLUVIA!!"
287,Botines Botas Zapatos Mujer Tacon 6/2 Negro Napa,63.900,Envío a nivel nacional,Conoce los tiempos y las formas de envío,talla:,"talla:
34
35
36
37
38","Compra Protegida, recibe el producto que esperabas o te devolvemos tu dinero.",(9 disponibles),Hay stock disponible,,"189
ventas en los últimos 4 meses.","189
ventas en los últimos 4 meses.",,"189
ventas en los últimos 4 meses.","189
ventas en los últimos 4 meses.",,,¿Qué quieres saber?,"San Cristobal Sur, Bogotá D.C.",,"Marca
Nize Shoes
Modelo
1956 Na",Género Mujer,"• Botín Napa Negro
• Correa con taches decorativos y una hebilla dorada
• Suela Maria
• Tacón grueso 6/2 (seis y medio)
• Tallas: 34 a 39"
